['mmc2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC11462282']
['gse148822', 'geo', 'PMC10326379']
['prjna434002', 'www.ncbi.nlm.nih.gov', 'PMC10326379']
['gse15845', 'geo', 'PMC10326379']
['10.5281/zenodo.6835227', 'doi.org', 'PMC10326379']
['gse147528', 'geo', 'PMC10326379']
['10.5281/zenodo.7851151', 'doi.org', 'PMC10326379']
['41467_2023_39844_moesm7_esm.xlsx', '41467_2023_39844_moesm7_esm.xlsx', 'PMC10352249']
['gse146771', 'geo', 'PMC10352362']
['koncina_et_al_2023', 'gitlab.lcsb.uni.lu', 'PMC10352362']
['gse134225', 'geo', 'PMC10352362']
['gse81861', 'geo', 'PMC10352362']
['gse198697', 'geo', 'PMC10352362']
['egas00001007205', 'ega-archive.org', 'PMC10352362']
['gse35602', 'geo', 'PMC10352362']
['gse134255', 'geo', 'PMC10352362']
['tcga-coad', 'portal.gdc.cancer.gov', 'PMC10352362']
['gse39582', 'geo', 'PMC10352362']
['gse132465', 'geo', 'PMC10352362']
['gse144735', 'geo', 'PMC10352362']
['tcga-read', 'portal.gdc.cancer.gov', 'PMC10352362']
['gse39397', 'geo', 'PMC10352362']
['10.1038/s43587-023-00424-y', 'doi.org', 'PMC10353942']
['grch38-1.2.0', nan, 'PMC10353942']
['43587_2023_424_moesm2_esm.pdf', '43587_2023_424_moesm2_esm.pdf', 'PMC10353942']
['43587_2023_424_moesm1_esm.pdf', '43587_2023_424_moesm1_esm.pdf', 'PMC10353942']
['43587_2023_424_moesm4_esm.xlsx', '43587_2023_424_moesm4_esm.xlsx', 'PMC10353942']
['43587_2023_424_moesm3_esm.xlsx', '43587_2023_424_moesm3_esm.xlsx', 'PMC10353942']
['keprater/jayadevlab_pu.1_project', 'github.com', 'PMC10353942']
['dataset-427f1eee6dd44f50bae1ab13f0f3c6a9', 'beta.fastgenomics.org', 'PMC10387117']
['gse122960', 'geo', 'PMC10387117']
['gse135893', 'geo', 'PMC10387117']
['gse135851', 'geo', 'PMC10387117']
['gse136831', 'geo', 'PMC10387117']
['lmex0000004397', 'lungmap.net', 'PMC10387117']
['gse149563', 'geo', 'PMC10387117']
['gse122332', 'geo', 'PMC10387117']
['gsm5388412', 'geo', 'PMC10387117']
['gse171524', 'geo', 'PMC10387117']
['lmex0000004396', 'lungmap.net', 'PMC10387117']
['gsm4504967', 'geo', 'PMC10387117']
['gse136832', 'geo', 'PMC10387117']
['gse178362', 'geo', 'PMC10387117']
['gse161382', 'geo', 'PMC10387117']
['gsm5388411', 'geo', 'PMC10387117']
['gse134174', 'geo', 'PMC10387117']
['gsm4504966', 'geo', 'PMC10387117']
['egas00001004082', 'ega-archive.org', 'PMC10387117']
['github.com/xu-lab/cellref', 'github.com', 'PMC10387117']
['gsm4035472', 'geo', 'PMC10387117']
['gse178360', 'geo', 'PMC10387117']
['gsm5388413', 'geo', 'PMC10387117']
['phs002032.v1.p1', 'dbgap', 'PMC10391684']
['gse182308', 'geo', 'PMC10391684']
['gsm5526488', 'geo', 'PMC10391684']
['scp1960', 'singlecell.broadinstitute.org', 'PMC10391684']
['scp1972', 'singlecell.broadinstitute.org', 'PMC10391684']
['egad00001009766', 'ega-archive.org', 'PMC10394903']
['egad00001009688', 'ega-archive.org', 'PMC10394903']
['gse67835', 'geo', 'PMC10394903']
['phs000465', 'portal.gdc.cancer.gov', 'PMC10394903']
['gse141115', 'geo', 'PMC10394903']
['egad00001006587', 'ega-archive.org', 'PMC10394903']
['phs000467', 'portal.gdc.cancer.gov', 'PMC10394903']
['gse220608', 'geo', 'PMC10394903']
['gse107585', 'geo', 'PMC10394903']
['gse176078', 'geo', 'PMC10394903']
['datasheet_2.xlsx', 'www.frontiersin.org', 'PMC10399592']
['addgene:128073', 'n2t.net', 'PMC10399592']
['gse158803', 'geo', 'PMC10399592']
['datasheet_1.pdf', 'www.frontiersin.org', 'PMC10399592']
['addgene:79125', 'n2t.net', 'PMC10399592']
['e-mtab-7854', 'arrayexpress', 'PMC10401032']
['gse39582', 'geo', 'PMC10401032']
['tf_analysis', 'github.com', 'PMC10401032']
['gse233616', 'geo', 'PMC10401032']
['atacseq-awg', 'gdc.cancer.gov', 'PMC10401760']
['cgga', 'www.cgga.org.cn', 'PMC10401760']
['gse233640', 'geo', 'PMC10401760']
['tcga', 'portal.gdc.cancer.gov', 'PMC10401760']
['gse131928', 'geo', 'PMC10401760']
['gse89567', 'geo', 'PMC10401760']
['cbioportal', 'www.cbioportal.org', 'PMC10401760']
['srr24680098', 'www.ncbi.nlm.nih.gov', 'PMC10402094']
['jarvkp000000000.1', 'nuccore', 'PMC10402094']
['srr24680099', 'www.ncbi.nlm.nih.gov', 'PMC10402094']
['srr23881262', 'www.ncbi.nlm.nih.gov', 'PMC10402094']
['gcf_000243295.1', 'www.ncbi.nlm.nih.gov', 'PMC10402094']
['10.6084/m9.figshare.c.6443633.v2', 'doi.org', 'PMC10403526']
['pxd026581', 'www.ebi.ac.uk', 'PMC10403526']
['20343', 'pdb', 'PMC10403526']
['gse108313', 'geo', 'PMC10412409']
['regevlab/demuxem', 'hub.docker.com', 'PMC10412409']
['gsm3501446', 'geo', 'PMC10412409']
['gsm3501447', 'geo', 'PMC10412409']
['10.18129/b9.bioc.demuxmix', 'doi.org', 'PMC10412409']
['gse113576', 'geo', 'PMC10412627']
['gse182127', 'geo', 'PMC10412627']
['msbb', nan, 'PMC10412627']
['gse60361', 'geo', 'PMC10412627']
['aee9c366-f2fb-470b-8937-577d5d87d3fc', 'cellxgene.cziscience.com', 'PMC10412668']
['gse38417', 'geo', 'PMC10415210']
['10.5061/dryad.t4b8gtj34', 'doi.org', 'PMC10415210']
['prjna976807', 'www.ncbi.nlm.nih.gov', 'PMC10415210']
['gse109178', 'geo', 'PMC10415210']
['gse3307', 'geo', 'PMC10415210']
['prjna342787', 'www.ncbi.nlm.nih.gov', 'PMC10415210']
['gse13608', 'geo', 'PMC10415210']
['gse1004', 'geo', 'PMC10415210']
['prjna734152', 'www.ncbi.nlm.nih.gov', 'PMC10415210']
['gse6011', 'geo', 'PMC10415210']
['gse157827', 'geo', 'PMC10415334']
['gse144136', 'geo', 'PMC10415334']
['gse138852', 'geo', 'PMC10415334']
['gse174367', 'geo', 'PMC10415334']
['gse140231', 'geo', 'PMC10415334']
['gse157827', 'geo', 'PMC10415381']
['7983426', 'pdb', 'PMC10415381']
['7983559', 'pdb', 'PMC10415381']
['gse155224', 'geo', 'PMC10415381']
['gse147040', 'geo', 'PMC10418231']
['gse108066', 'geo', 'PMC10418231']
['scmd', 'github.com', 'PMC10418231']
['gse130711', 'geo', 'PMC10418231']
['codeocean_capsule_2549317', 'codeocean.com', 'PMC10418231']
['ensdeconv', 'github.com', 'PMC10418231']
['tian_scdnam', 'neomorph.salk.edu', 'PMC10418231']
['episcore', 'github.com', 'PMC10418231']
['ad_knowledge_portal', 'synapse.org', 'PMC10418231']
['flowsorted.dlpfc.450k', 'unknown_publisher', 'PMC10418231']
['gse171936', 'geo', 'PMC10418231']
['gse66351', 'geo', 'PMC10418231']
['processed_data_450k850k', 'github.com', 'PMC10418231']
['gse147672', 'geo', 'PMC10432546']
['10.5281/zenodo.8175353', 'doi.org', 'PMC10432546']
['10.5061/dryad.2fqz612t0', 'doi.org', 'PMC10432546']
['gse226529', 'geo', 'PMC10432546']
['aric', 'atherosclerosis risk in communities study  aric ', 'PMC10433568']
['10194_2023_1649_moesm2_esm.docx', 'pdb', 'PMC10433568']
['10194_2023_1649_moesm1_esm.xlsx', 'pdb', 'PMC10433568']
['zenodo:3842289', 'zenodo.org', 'PMC10433568']
['phs000178.v11.p8', 'dbgap', 'PMC10436389']
['egas00001001692', 'ega-archive.org', 'PMC10436389']
['pcawg', 'docs.icgc.org', 'PMC10436389']
['localized_mutation_rates_analysis', 'github.com', 'PMC10436389']
['pxd024364', 'proteomecentral.proteomexchange.org', 'PMC10441303']
['srp456327', 'trace.ncbi.nlm.nih.gov', 'PMC10441303']
['anvil_gtex_v9_hg38', 'anvil.terra.bio', 'PMC10441303']
['10.5281/zenodo.8180677', 'doi.org', 'PMC10441303']
['41598_2023_39737_moesm3_esm.pdf', '41598_2023_39737_moesm3_esm.pdf', 'PMC10447532']
['41598_2023_39737_moesm8_esm.xlsx', '41598_2023_39737_moesm8_esm.xlsx', 'PMC10447532']
['41598_2023_39737_moesm4_esm.pdf', '41598_2023_39737_moesm4_esm.pdf', 'PMC10447532']
['41598_2023_39737_moesm9_esm.xlsx', '41598_2023_39737_moesm9_esm.xlsx', 'PMC10447532']
['41598_2023_39737_moesm2_esm.pdf', '41598_2023_39737_moesm2_esm.pdf', 'PMC10447532']
['41598_2023_39737_moesm5_esm.pdf', '41598_2023_39737_moesm5_esm.pdf', 'PMC10447532']
['41598_2023_39737_moesm7_esm.xlsx', '41598_2023_39737_moesm7_esm.xlsx', 'PMC10447532']
['10.1038/s41598-023-39737-8', 'doi.org', 'PMC10447532']
['41598_2023_39737_moesm6_esm.xlsx', '41598_2023_39737_moesm6_esm.xlsx', 'PMC10447532']
['admc', 'sites.duke.edu', 'PMC10447532']
['41598_2023_39737_moesm10_esm.xlsx', '41598_2023_39737_moesm10_esm.xlsx', 'PMC10447532']
['41598_2023_39737_moesm11_esm.xlsx', '41598_2023_39737_moesm11_esm.xlsx', 'PMC10447532']
['41598_2023_39737_moesm1_esm.pdf', '41598_2023_39737_moesm1_esm.pdf', 'PMC10447532']
['gse58318', 'geo', 'PMC10462763']
['e-mtab-7572', 'arrayexpress', 'PMC10462763']
['gse98969', 'geo', 'PMC10462763']
['gse82043', 'geo', 'PMC10462763']
['gse57494', 'geo', 'PMC10462763']
['gse236998', 'geo', 'PMC10462763']
['gse236999', 'geo', 'PMC10462763']
['gse103958', 'geo', 'PMC10462763']
['gse55536', 'geo', 'PMC10462763']
['gse160936', 'geo', 'PMC10462763']
['e-erad-165', 'arrayexpress', 'PMC10462763']
['gse236998 (github code)', 'geo', 'PMC10462763']
['gse100382', 'geo', 'PMC10462763']
['gse38371', 'geo', 'PMC10462763']
['10.26037/yareta:mmopl2vgzrha5ougzm4xftr4ee', 'doi.org', 'PMC10462763']
['gse62641', 'geo', 'PMC10462763']
['prjna797778', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['epi56559.1', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['wp_061450340.1', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['pxd042917', 'www.ebi.ac.uk', 'PMC10465358']
['wp_036862728.1', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['jaedcg000000000', 'nuccore', 'PMC10465358']
['eeu28204.2', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['efq51965.1', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['eez90738.1', 'www.ncbi.nlm.nih.gov', 'PMC10465358']
['gse215865', 'geo', 'PMC10469413']
['genie-dfci-004022', nan, 'PMC10472103']
['nsclc_public_genie_bpc', 'genie.cbioportal.org', 'PMC10472103']
['prjeb8596', 'www.ebi.ac.uk', 'PMC10474289']
['prjeb13208', 'www.ebi.ac.uk', 'PMC10474289']
['prjeb3246', 'www.ebi.ac.uk', 'PMC10474289']
['neusomatic_v0.1.4_standalone_seqc-wgs-gt50-spikewgs10.pth', 'github.com', 'PMC10474289']
['srx1026041', 'www.ncbi.nlm.nih.gov', 'PMC10474289']
['prjeb3381', 'www.ebi.ac.uk', 'PMC10474289']
['e-mtab-8221', 'arrayexpress', 'PMC10492838']
['gse178360', 'geo', 'PMC10492838']
['e-mtab-12960', 'arrayexpress', 'PMC10492838']
['e-mtab-12959', 'arrayexpress', 'PMC10492838']
['10.5281/zenodo.6425727', 'doi.org', 'PMC10498615']
['gca_000840245.1', 'unknown_publisher', 'PMC10498615']
['data_sheet_1.xlsx', 'www.frontiersin.org', 'PMC10499619']
['ng00067', 'www.niagads.org', 'PMC10499619']
['schaugf/imagevae', 'github.com', 'PMC10499828']
['engjen/myc-ptenfl-mouse', 'github.com', 'PMC10499828']
['gse215070', 'geo', 'PMC10499828']
['gse215071', 'geo', 'PMC10499828']
['41467_2023_40841_moesm4_esm.xlsx', '41467_2023_40841_moesm4_esm.xlsx', 'PMC10499828']
['zdoha/mycptenfl-tnbc-model', 'github.com', 'PMC10499828']
['aalokpatwa/rasp-mibi', 'github.com', 'PMC10499828']
['heiserlab/naturecomms_mycptenatlas', 'github.com', 'PMC10499828']
['gse176078', 'geo', 'PMC10499828']
['pmc10499989', 'www.ncbi.nlm.nih.gov', 'PMC10499989']
['egas00001000900', 'ega-archive.org', 'PMC10499989']
['10.6084/m9.figshare.22669888', 'doi.org', 'PMC10499989']
['phs001287.v13.p5', 'dbgap', 'PMC10499989']
['phs003011.v1.p1', 'dbgap', 'PMC10499989']
['10.1038/s41467-023-41374-8', 'doi.org', 'PMC10499989']
['ng00036', 'www.niagads.org', 'PMC10500750']
['phs000572.v1.p1', 'dbgap', 'PMC10500750']
['amp-ad', 'synapse.org', 'PMC10504083']
['role_of_sex_in_brain_expression', 'github.com', 'PMC10504083']
['41591_2023_2509_moesm2_esm.xlsx', '41591_2023_2509_moesm2_esm.xlsx', 'PMC10504083']
['41591_2023_2509_moesm1_esm.pdf', '41591_2023_2509_moesm1_esm.pdf', 'PMC10504083']
['gse157827', 'geo', 'PMC10507917']
['detrem', 'github.com', 'PMC10507917']
['cortexcelldeconv', 'github.com', 'PMC10507917']
['pxd043880', 'www.ebi.ac.uk', 'PMC10510131']
['supplementary material (additional file 2: 13024_2023_650_moesm2_esm.xlsx) from the article', 'unknown_publisher', 'PMC10510131']
['pxdo20296', 'www.ebi.ac.uk', 'PMC10510131']
['gse30272', 'geo', 'PMC10510131']
['supplementary material (additional file 1: 13024_2023_650_moesm1_esm.xlsx) from the article', 'unknown_publisher', 'PMC10510131']
['10.1038/s41586-023-06418-5', 'doi.org', 'PMC10511325']
['10.5281/zenodo.11246818', 'doi.org', 'PMC10511325']
['pmc10511325', 'www.ncbi.nlm.nih.gov', 'PMC10511325']
['10.5281/zenodo.7937811', 'doi.org', 'PMC10511328']
['10.1038/s41586-023-06480-z', 'doi.org', 'PMC10511327']
['7937811', 'pdb', 'PMC10511327']
['gse168478', 'geo', 'PMC10514332']
['gse45270', 'geo', 'PMC10514332']
['gse234372', 'geo', 'PMC10514332']
['e-mtab-6951', 'arrayexpress', 'PMC10514332']
['tcga-coad', 'portal.gdc.cancer.gov', 'PMC10514332']
['gse106330', 'geo', 'PMC10514332']
['gse236515', 'geo', 'PMC10514332']
['ng00067', 'www.niagads.org', 'PMC10535074']
['moesm8', 'www.nature.com', 'PMC10539500']
['moesm7', 'www.nature.com', 'PMC10539500']
['moesm6', 'www.nature.com', 'PMC10539500']
['tcga-gbm.htseq_counts.tsv.gz', 'gdc-hub.s3.us-east-1.amazonaws.com', 'PMC10539500']
['moesm10', 'www.nature.com', 'PMC10539500']
['10.1038/s41467-023-41559-1', 'doi.org', 'PMC10539500']
['moesm5', 'www.nature.com', 'PMC10539500']
['moesm12', 'www.nature.com', 'PMC10539500']
['hulilab/multi-regional-gbm-imaging-and-genetics', 'github.com', 'PMC10539500']
['moesm9', 'www.nature.com', 'PMC10539500']
['moesm11', 'www.nature.com', 'PMC10539500']
['gse151279', 'geo', 'PMC10545814']
['gse157157', 'geo', 'PMC10545814']
['gse164591', 'geo', 'PMC10545814']
['skannan4/cm-dysregulation', 'github.com', 'PMC10545814']
['10.5281/zenodo.7703280', 'doi.org', 'PMC10545814']
['gse135319', 'geo', 'PMC10545814']
['gse116574', 'geo', 'PMC10545814']
['gse214617', 'geo', 'PMC10545814']
['gse160987', 'geo', 'PMC10545814']
['gse62913', 'geo', 'PMC10545814']
['gse147694', 'geo', 'PMC10545814']
['gse114976', 'geo', 'PMC10545814']
['prjna996107', 'www.ncbi.nlm.nih.gov', 'PMC10545906']
['hu43860c', 'my.pgp-hms.org', 'PMC10545906']
['hu132b5c', 'my.pgp-hms.org', 'PMC10545906']
['hu88a079', 'my.pgp-hms.org', 'PMC10545906']
['huc30901', 'my.pgp-hms.org', 'PMC10545906']
['hua90ce6', 'my.pgp-hms.org', 'PMC10545906']
['hu57a769', 'my.pgp-hms.org', 'PMC10545906']
['huae6220', 'my.pgp-hms.org', 'PMC10545906']
['hu04fd18', 'my.pgp-hms.org', 'PMC10545906']
['grch37', 'www.ncbi.nlm.nih.gov', 'PMC10545906']
['hu0a4518', 'my.pgp-hms.org', 'PMC10545906']
['huca14d2', 'my.pgp-hms.org', 'PMC10545906']
['hu52b7e5', 'my.pgp-hms.org', 'PMC10545906']
['grch38', 'www.ncbi.nlm.nih.gov', 'PMC10545906']
['hu9385ba', 'my.pgp-hms.org', 'PMC10545906']
['hu79f922', 'my.pgp-hms.org', 'PMC10545906']
['hu034db1', 'my.pgp-hms.org', 'PMC10545906']
['hu8e2a35', 'my.pgp-hms.org', 'PMC10545906']
['hu04f220', 'my.pgp-hms.org', 'PMC10545906']
['poolseq', 'pgpresearch.med.harvard.edu', 'PMC10545906']
['hu0d879f', 'my.pgp-hms.org', 'PMC10545906']
['hubeda0b', 'my.pgp-hms.org', 'PMC10545906']
['hue80e3d', 'my.pgp-hms.org', 'PMC10545906']
['hu661ad0', 'my.pgp-hms.org', 'PMC10545906']
['huccd063', 'my.pgp-hms.org', 'PMC10545906']
['endomapper-github', 'github.com', 'PMC10547713']
['10.1038/s41597-023-02564-7', 'doi.org', 'PMC10547713']
['em_dataset-colmapvalidation', 'github.com', 'PMC10547713']
['em_dataset-simulations', 'github.com', 'PMC10547713']
['em_dataset-toolsegmentation', 'github.com', 'PMC10547713']
['em_dataset-photometriccalibration', 'github.com', 'PMC10547713']
['em_dataset-anatomicalregions', 'github.com', 'PMC10547713']
['em_dataset-geometriccalibration', 'github.com', 'PMC10547713']
['em_dataset-orbslam3validation', 'github.com', 'PMC10547713']
['10.5281/zenodo.5745927', 'doi.org', 'PMC10548686']
['13073_2023_1233_moesm1_esm.xlsx', '13073_2023_1233_moesm1_esm.xlsx', 'PMC10548686']
['13073_2023_1233_moesm2_esm.pdf', '13073_2023_1233_moesm2_esm.pdf', 'PMC10548686']
['10.5281/zenodo.8334941', 'doi.org', 'PMC10548686']
['gse11121', 'geo', 'PMC10556090']
['gse9893', 'geo', 'PMC10556090']
['gse7390', 'geo', 'PMC10556090']
['tcga', 'www.cancer.gov', 'PMC10556090']
['nki', 'www.ncbi.nlm.nih.gov', 'PMC10556090']
['egac00001000484', 'ega-archive.org', 'PMC10556090']
['gse4922', 'geo', 'PMC10556090']
['gse96058', 'geo', 'PMC10556090']
['gse207848_cell.rds', 'geo', 'PMC10558435']
['gse129788', 'geo', 'PMC10558435']
['syn3219045', 'synapse.org', 'PMC10568487']
['10.5281/zenodo.8183364', 'doi.org', 'PMC10568487']
['pxd044093', 'www.ebi.ac.uk', 'PMC10568487']
['mtbls8242', 'www.ebi.ac.uk', 'PMC10568487']
['typgumbo', 'github.com', 'PMC10568487']
['gse238013', 'geo', 'PMC10568487']
['encff369yqw', 'www.encodeproject.org', 'PMC10570048']
['jstacs/jstacs', 'github.com', 'PMC10570048']
['encff835ntc', 'www.encodeproject.org', 'PMC10570048']
['encff721jmb', 'www.encodeproject.org', 'PMC10570048']
['medemo', 'www.jstacs.de', 'PMC10570048']
['41_hf03_lihe_ct', 'ega-archive.org', 'PMC10570048']
['10.5281/zenodo.8210619', 'doi.org', 'PMC10570048']
['10.5281/zenodo.3723984', 'doi.org', 'PMC10570048']
['41_hf01_lihe_ct', 'ega-archive.org', 'PMC10570048']
['egad00001002527', 'ega-archive.org', 'PMC10570048']
['encff867jrg', 'www.encodeproject.org', 'PMC10570048']
['encff79hcl', 'www.encodeproject.org', 'PMC10570048']
['encff064gjq', 'www.encodeproject.org', 'PMC10570048']
['github.com/davidrconnell/igraph-se2', 'github.com', 'PMC10571258']
['rosmap_gene_expression', 'www.radc.rush.edu', 'PMC10571258']
['cluster-one', 'paccanarolab.org', 'PMC10571258']
['communityfitnet', 'github.com', 'PMC10571258']
['snap_data', 'snap.stanford.edu', 'PMC10571258']
['10.5281/zenodo.8322854', 'doi.org', 'PMC10571258']
['github.com/cogdishion/se2', 'github.com', 'PMC10571258']
['benchmarking_clustering_methods_scrnaseq', 'github.com', 'PMC10571258']
['10.5281/zenodo.8338532', 'doi.org', 'PMC10571258']
['gse166555', 'geo', 'PMC10571470']
['nathanson', 'tide.dfci.harvard.edu', 'PMC10571470']
['gse207422', 'geo', 'PMC10571470']
['hra004998', 'ngdc.cncb.ac.cn', 'PMC10571470']
['gse203612', 'geo', 'PMC10571470']
['gse184880', 'geo', 'PMC10571470']
['gse91061', 'geo', 'PMC10571470']
['gse181919', 'geo', 'PMC10571470']
['gide', 'tide.dfci.harvard.edu', 'PMC10571470']
['gse149614', 'geo', 'PMC10571470']
['gse215120', 'geo', 'PMC10571470']
['gse176078', 'geo', 'PMC10571470']
['pgc3', 'psychiatric genomics consortium', 'PMC10592607']
['psychencode', 'synapse.org', 'PMC10593028']
['gse127577', 'geo', 'PMC10593028']
['media-1.zip', 'media-1.zip', 'PMC10593042']
['finrisk', 'synapse.org', 'PMC10593042']
['s0033291723000235sup001.xlsx', 's0033291723000235sup001.xlsx', 'PMC10600818']
['daniellemadams/anorexia_nervosa_associated_genes_manuscript', 'github.com', 'PMC10600818']
['focus.db', 'www.dropbox.com', 'PMC10600818']
['10.1017/s0033291723000235', 'doi.org', 'PMC10600818']
['gse37892', 'geo', 'PMC10605063']
['gse100550', 'geo', 'PMC10605063']
['gse33113', 'geo', 'PMC10605063']
['gse14333', 'geo', 'PMC10605063']
['kfsycc', 'synapse.org', 'PMC10605063']
['cancers-15-04943-s1', 'www.mdpi.com', 'PMC10605063']
['kfsyscc', 'synapse.org', 'PMC10605063']
['gse39582', 'geo', 'PMC10605063']
['gse171862', 'geo', 'PMC10605063']
['coadread', 'www.cbioportal.org', 'PMC10605063']
['cptac-colon', 'linkedomics.org', 'PMC10605063']
['gse171682', 'geo', 'PMC10605063']
['tcga', 'xena.ucsc.edu', 'PMC10605344']
['gdsc release 8.4 (july 2022)', nan, 'PMC10605344']
['cellminercdb', 'discover.nci.nih.gov', 'PMC10605344']
['tide', 'tide.dfci.harvard.edu', 'PMC10605344']
['geo', nan, 'PMC10605344']
['tcpa', 'www.tcpaportal.org', 'PMC10605344']
['rocplot', 'www.rocplot.org', 'PMC10605344']
['immucellai', 'bioinfo.life.hust.edu.cn', 'PMC10605344']
['cancers-15-04932-s001', 'www.mdpi.com', 'PMC10605344']
['phs000007.v32.p13', 'dbgap', 'PMC10612362']
['gse73339', 'geo', 'PMC10614458']
['panet_arcnet_2017', 'www.cbioportal.org', 'PMC10614458']
['gse73338', 'geo', 'PMC10614458']
['phs000181.v1.p1', 'dbgap', 'PMC10615768']
['deepgami', 'github.com', 'PMC10617196']
['der-01_pec_gene_expression_matrix_normalized.txt', 'resource.psychencode.org', 'PMC10617196']
['scmnc', 'github.com', 'PMC10617196']
['psychencode_genotype', 'resource.psychencode.org', 'PMC10617196']
['psp_rnaseq_atlas', 'rtools.mayo.edu', 'PMC10622416']
['gse63473', 'geo', 'PMC10623726']
['gse168153', 'geo', 'PMC10623726']
['scp1376', 'singlecell.broadinstitute.org', 'PMC10623726']
['gse123814', 'geo', 'PMC10623726']
['gse124872', 'geo', 'PMC10623726']
['gse124395', 'geo', 'PMC10623726']
['gse128855', 'geo', 'PMC10624900']
['gse28094', 'geo', 'PMC10625629']
['gse10358', 'geo', 'PMC10625629']
['gse116256', 'geo', 'PMC10625629']
['gse6891', 'geo', 'PMC10625629']
['tcga-gbm', 'portal.gdc.cancer.gov', 'PMC10629206']
['lgggbm_tcga_pub', 'www.cbioportal.org', 'PMC10629206']
['gse233034', 'geo', 'PMC10629206']
['tcga-lgg', 'portal.gdc.cancer.gov', 'PMC10629206']
['icgc', 'dcc.icgc.org', 'PMC10629206']
['scanneo2', 'github.com', 'PMC10629934']
['tesla', nan, 'PMC10629934']
['btad659_supplementary_data', 'btad659_supplementary_data.pdf', 'PMC10629934']
['gse158677', 'geo', 'PMC10634790']
['gse171463', 'geo', 'PMC10634790']
['gse114725', 'geo', 'PMC10634790']
['metabric', 'www.cbioportal.org', 'PMC10634790']
['nct02657889', 'clinicaltrials.gov', 'PMC10634977']
['10.5281/zenodo.10067803', 'doi.org', 'PMC10634977']
['8190413', 'pdb', 'PMC10639075']
['gse168408', 'geo', 'PMC10643363']
['gse183852', 'geo', 'PMC10643363']
['gse127856', 'geo', 'PMC10643363']
['gse121893', 'geo', 'PMC10643363']
['erp123138', 'www.ebi.ac.uk', 'PMC10643363']
['gse171668', 'geo', 'PMC10643363']
['gse171524', 'geo', 'PMC10643363']
['gse109816', 'geo', 'PMC10643363']
['tcga', 'portal.gdc.cancer.gov', 'PMC10643363']
['micad', 'www.ncbi.nlm.nih.gov', 'PMC10643363']
['archs4_v8', 'maayanlab.cloud', 'PMC10643363']
['egas00001003996', 'ega-archive.org', 'PMC10643363']
['prjeb39602', 'www.ebi.ac.uk', 'PMC10643363']
['scp1219', 'singlecell.broadinstitute.org', 'PMC10643363']
['gse158722', 'geo', 'PMC10643363']
['gse131907', 'geo', 'PMC10643363']
['sdy998', 'www.immport.org', 'PMC10651487']
['10.1038/s41586-023-06708-y', 'doi.org', 'PMC10651487']
['e-mtab-11611', 'arrayexpress', 'PMC10651487']
['e-mtab-6141', 'arrayexpress', 'PMC10651487']
['zenodo:8118599', 'zenodo.org', 'PMC10651487']
['gtex', 'gtexportal.org', 'PMC10652011']
['nct03104439', 'clinicaltrials.gov', 'PMC10652011']
['moesm6', 'doi.org', 'PMC10652011']
['sidra-lumc', nan, 'PMC10652011']
['fr-fcm-z24h', 'flowrepository.org', 'PMC10652011']
['moesm4', 'doi.org', 'PMC10652011']
['moesm5', 'doi.org', 'PMC10652011']
['moesm2', 'doi.org', 'PMC10652011']
['tcga', 'portal.gdc.cancer.gov', 'PMC10652011']
['firebrowse', 'firebrowse.org', 'PMC10652011']
['moesm7', 'doi.org', 'PMC10652011']
['pancanceratlas', 'gdc.cancer.gov', 'PMC10652011']
['nct03926338', 'clinicaltrials.gov', 'PMC10652011']
['gse13738', 'geo', 'PMC10652011']
['gse205506', 'geo', 'PMC10652011']
['moesm1', 'doi.org', 'PMC10652011']
['moesm3', 'doi.org', 'PMC10652011']
['gse107451', 'geo', 'PMC10652298']
['encsr900sge', 'www.encodeproject.org', 'PMC10652311']
['encsr910qox', 'www.encodeproject.org', 'PMC10652311']
['gcf_014108245.1', 'www.ncbi.nlm.nih.gov', 'PMC10652311']
['encsr106szn', 'www.encodeproject.org', 'PMC10652311']
['encsr510psl', 'www.encodeproject.org', 'PMC10652311']
['gcf_014108415.1', 'www.ncbi.nlm.nih.gov', 'PMC10652311']
['gcf_004115265.1', 'www.ncbi.nlm.nih.gov', 'PMC10652311']
['encsr265nzf', 'www.encodeproject.org', 'PMC10652311']
['cra009824', 'ngdc.cncb.ac.cn', 'PMC10652311']
['encsr194hvu', 'www.encodeproject.org', 'PMC10652311']
['encsr700qvj', 'www.encodeproject.org', 'PMC10652311']
['gcf_014176215.1', 'www.ncbi.nlm.nih.gov', 'PMC10652311']
['gcf_004126475.2', 'www.ncbi.nlm.nih.gov', 'PMC10652311']
['gcf_014108235.1', 'www.ncbi.nlm.nih.gov', 'PMC10652311']
['encsr330umq', 'www.encodeproject.org', 'PMC10652311']
['encsr663ioe', 'www.encodeproject.org', 'PMC10652311']
['rosmap', 'www.radc.rush.edu', 'PMC10652415']
['image_1.pdf', 'www.frontiersin.org', 'PMC10652415']
['ad_knowledge_portal', 'adknowledgeportal.org', 'PMC10652415']
